Date,Close,Open,High,Low
1992-06-26,2609.65,2588.41,2610.39,2583.73
1992-06-29,2564.52,2599.0,2606.31,2556.18
1992-06-30,2553.82,2566.97,2568.0,2527.59
1992-07-01,2521.17,2553.82,2574.46,2509.09
1992-07-02,2523.15,2521.46,2536.12,2515.35
1992-07-03,2556.27,2523.35,2556.29,2520.18
1992-07-06,2528.53,2548.28,2549.23,2516.15
1992-07-07,2527.16,2517.03,2527.16,2508.0
1992-07-08,2496.83,2508.3,2509.04,2492.61
1992-07-09,2523.2,2495.58,2528.16,2491.61
1992-07-10,2518.32,2526.21,2527.76,2514.5
1992-07-13,2520.65,2525.54,2525.54,2512.81
1992-07-14,2506.15,2521.28,2525.15,2491.03
1992-07-15,2459.4,2492.55,2497.97,2446.0
1992-07-16,2427.63,2459.4,2469.06,2424.34
1992-07-17,2361.77,2406.47,2406.47,2355.62
1992-07-20,2291.09,2331.41,2336.64,2244.6
1992-07-21,2325.19,2306.35,2336.16,2289.68
1992-07-22,2273.45,2325.19,2325.19,2264.96
1992-07-23,2252.74,2263.08,2264.0,2249.23
1992-07-24,2246.06,2248.91,2279.26,2242.53
1992-07-27,2227.15,2248.8,2256.66,2224.21
1992-07-28,2222.87,2224.46,2228.42,2213.55
1992-07-29,2279.2,2244.25,2279.37,2243.13
1992-07-30,2271.31,2281.31,2281.31,2263.27
1992-07-31,2289.85,2266.38,2292.89,2256.13
1992-08-03,2289.59,2280.88,2289.61,2269.66
1992-08-04,2310.37,2299.17,2315.4,2299.17
1992-08-05,2309.42,2304.96,2311.44,2300.3
1992-08-06,2304.99,2307.25,2309.85,2299.67
1992-08-07,2284.61,2295.71,2295.97,2280.52
1992-08-10,2258.47,2284.61,2284.61,2248.94
1992-08-11,2203.12,2245.67,2248.12,2201.17
1992-08-12,2166.77,2199.38,2201.22,2152.25
1992-08-13,2166.01,2185.31,2185.78,2154.29
1992-08-14,2194.39,2168.42,2198.54,2163.76
1992-08-17,2212.53,2202.55,2214.92,2198.27
1992-08-18,2208.48,2193.93,2208.48,2187.84
1992-08-19,2204.76,2210.5,2223.33,2199.96
1992-08-20,2210.09,2210.77,2212.53,2202.5
1992-08-21,2229.21,2215.06,2230.05,2215.06
1992-08-24,2196.44,2202.66,2206.7,2190.43
1992-08-25,2173.76,2191.74,2192.47,2166.44
1992-08-26,2149.52,2177.28,2180.4,2148.43
1992-08-27,2171.05,2160.03,2171.32,2158.86
1992-08-28,2168.5,2163.25,2170.48,2156.71
1992-08-31,2160.96,2169.11,2169.46,2157.01
1992-09-01,2179.66,2155.39,2180.19,2153.96
1992-09-02,2217.27,2186.13,2222.06,2186.13
1992-09-03,2290.73,2250.19,2291.42,2242.99
1992-09-04,2293.54,2300.47,2302.99,2270.92
1992-09-07,2282.39,2301.0,2301.77,2280.04
1992-09-08,2250.8,2274.98,2275.45,2242.52
1992-09-09,2226.89,2232.03,2233.52,2220.22
1992-09-10,2202.37,2214.86,2221.88,2200.6
1992-09-11,2219.7,2211.51,2220.79,2205.71
1992-09-14,2292.66,2263.88,2296.96,2259.47
1992-09-15,2279.27,2289.83,2293.97,2270.66
1992-09-16,2255.6,2236.16,2256.79,2193.31
1992-09-17,2249.89,2254.6,2265.4,2249.16
1992-09-18,2288.88,2276.62,2289.77,2269.56
1992-09-21,2235.9,2281.36,2281.36,2233.51
1992-09-22,2195.19,2222.57,2226.73,2180.1
1992-09-23,2157.9,2171.3,2197.02,2155.24
1992-09-24,2074.52,2138.01,2138.01,2042.43
1992-09-25,2100.94,2070.86,2101.14,2045.55
1992-09-28,2044.89,2080.92,2081.02,2036.65
1992-09-29,2034.68,2048.82,2048.82,2019.14
1992-09-30,2032.13,2034.19,2049.07,2019.5
1992-10-01,1956.6,2002.7,2002.7,1941.73
1992-10-02,1957.41,1945.5,1958.55,1912.72
1992-10-05,1873.58,1937.27,1941.69,1861.9
1992-10-06,1922.06,1891.92,1922.34,1876.11
1992-10-07,1966.17,1936.91,1967.81,1932.12
1992-10-08,2037.34,1995.59,2042.45,1995.42
1992-10-09,2048.52,2063.99,2064.26,2036.32
1992-10-13,2036.49,2051.96,2051.96,2025.91
1992-10-14,2021.67,2025.08,2037.33,2018.45
1992-10-15,2014.19,2007.74,2015.53,1995.79
1992-10-16,2050.95,2020.88,2060.03,2020.88
1992-10-19,2067.24,2064.66,2079.47,2062.37
1992-10-20,2130.13,2100.51,2134.6,2100.51
1992-10-21,2112.27,2136.02,2138.54,2108.47
1992-10-22,2133.09,2106.86,2141.61,2106.8
1992-10-23,2145.58,2139.32,2150.72,2129.65
1992-10-26,2130.38,2144.11,2145.08,2126.98
1992-10-27,2115.44,2119.14,2119.14,2105.19
1992-10-28,2099.63,2104.65,2105.65,2089.03
1992-10-29,2090.53,2089.19,2097.83,2083.32
1992-10-30,2110.77,2095.18,2112.87,2095.18
1992-11-02,2101.68,2099.55,2101.68,2081.89
1992-11-03,2123.49,2113.3,2126.19,2113.3
1992-11-04,2130.22,2123.41,2136.65,2122.72
1992-11-05,2129.39,2133.6,2140.42,2126.57
1992-11-06,2119.89,2128.67,2128.67,2116.98
1992-11-10,2124.91,2130.21,2135.33,2118.21
1992-11-11,2116.0,2118.47,2118.97,2109.22
1992-11-12,2143.98,2117.36,2148.88,2117.36
1992-11-13,2175.39,2169.91,2183.03,2159.7
1992-11-16,2189.52,2167.72,2209.58,2164.22
1992-11-17,2232.57,2180.23,2232.93,2179.92
1992-11-18,2306.98,2231.64,2308.11,2231.64
1992-11-19,2351.3,2333.81,2390.95,2333.81
1992-11-20,2321.96,2314.66,2342.85,2288.82
1992-11-23,2316.37,2277.03,2348.9,2277.03
1992-11-24,2294.16,2291.98,2299.84,2259.7
1992-11-25,2320.3,2292.95,2321.74,2291.37
1992-11-26,2354.66,2328.3,2366.96,2328.3
1992-11-27,2364.21,2354.94,2366.88,2349.98
1992-11-30,2342.73,2362.86,2377.58,2329.46
1992-12-01,2314.38,2325.04,2326.87,2303.79
1992-12-02,2278.79,2293.46,2304.09,2269.38
1992-12-03,2309.5,2266.28,2319.93,2265.27
1992-12-04,2313.43,2306.78,2331.87,2306.0
1992-12-09,2308.8,2286.26,2323.45,2286.26
1992-12-10,2318.45,2314.95,2329.57,2310.32
1992-12-11,2318.76,2297.7,2321.58,2295.42
1992-12-14,2357.54,2342.17,2360.11,2334.4
1992-12-15,2356.2,2357.44,2362.64,2347.57
1992-12-16,2348.88,2347.96,2360.4,2345.52
1992-12-17,2334.47,2336.24,2336.38,2325.6
1992-12-18,2359.95,2339.38,2362.24,2338.56
1992-12-21,2395.93,2364.53,2395.93,2364.46
1992-12-22,2414.67,2414.01,2427.21,2410.47
1992-12-23,2394.01,2389.1,2403.52,2387.85
1992-12-28,2355.22,2363.33,2386.29,2354.46
1992-12-29,2352.83,2355.65,2360.07,2330.13
1992-12-30,2352.64,2348.2,2366.22,2348.0
1992-12-31,2344.57,2354.13,2358.9,2334.73
1993-01-04,2354.0,2313.42,2354.72,2311.33
1993-01-05,2413.94,2364.24,2414.43,2364.24
1993-01-07,2410.48,2400.7,2414.28,2392.8
1993-01-08,2414.26,2401.4,2418.61,2401.4
1993-01-11,2399.22,2403.47,2425.02,2390.3
1993-01-12,2398.58,2401.62,2404.84,2384.5
1993-01-13,2409.95,2392.36,2420.97,2392.36
1993-01-14,2460.62,2440.97,2472.98,2440.97
1993-01-15,2515.66,2466.63,2515.66,2466.42
1993-01-18,2532.81,2522.63,2536.76,2512.55
1993-01-19,2529.25,2515.54,2529.28,2513.59
1993-01-20,2584.89,2526.16,2586.49,2526.16
1993-01-21,2582.19,2610.49,2644.69,2573.09
1993-01-22,2558.51,2576.99,2582.27,2545.19
1993-01-25,2533.15,2538.48,2542.61,2528.73
1993-01-26,2568.28,2533.36,2574.84,2533.36
1993-01-27,2549.1,2576.03,2587.71,2543.29
1993-01-28,2526.79,2529.6,2529.6,2497.09
1993-01-29,2529.3,2514.77,2543.45,2514.77
1993-02-01,2528.39,2524.47,2535.54,2518.51
1993-02-02,2582.71,2540.53,2583.2,2540.53
1993-02-03,2612.16,2601.04,2615.4,2594.9
1993-02-04,2632.09,2615.65,2652.48,2593.68
1993-02-05,2645.07,2662.64,2666.32,2636.45
1993-02-08,2647.45,2628.06,2655.32,2628.06
1993-02-09,2599.71,2620.96,2621.65,2592.38
1993-02-10,2592.84,2586.9,2619.04,2586.9
1993-02-11,2636.75,2596.47,2637.29,2596.22
1993-02-12,2622.63,2621.75,2640.82,2612.38
1993-02-15,2627.66,2608.55,2631.44,2608.55
1993-02-16,2590.32,2614.18,2621.52,2576.9
1993-02-17,2575.41,2570.59,2577.98,2561.74
1993-02-18,2586.43,2574.09,2588.6,2561.45
1993-02-19,2581.06,2576.02,2594.91,2564.74
1993-02-22,2569.71,2575.01,2585.04,2565.73
1993-02-23,2517.43,2559.38,2561.83,2506.81
1993-02-24,2518.24,2480.04,2518.24,2441.49
1993-02-25,2516.26,2516.67,2532.27,2510.57
1993-02-26,2576.04,2521.64,2578.97,2521.64
1993-03-01,2623.78,2617.16,2631.59,2607.99
1993-03-02,2614.77,2598.41,2617.88,2595.97
1993-03-03,2618.47,2618.6,2622.07,2605.34
1993-03-04,2614.77,2613.63,2620.08,2606.27
1993-03-05,2644.29,2630.22,2648.17,2628.89
1993-03-08,2663.57,2649.79,2672.08,2647.98
1993-03-09,2664.92,2664.18,2666.46,2648.78
1993-03-10,2655.34,2657.36,2665.38,2651.46
1993-03-11,2658.17,2646.84,2659.97,2643.25
1993-03-12,2623.1,2637.94,2640.67,2601.24
1993-03-15,2626.16,2611.94,2635.32,2611.94
1993-03-16,2601.56,2623.82,2625.76,2593.57
1993-03-17,2593.28,2586.28,2594.26,2573.88
1993-03-18,2605.91,2599.78,2616.69,2591.27
1993-03-22,2568.65,2569.8,2575.7,2556.55
1993-03-23,2586.59,2564.76,2587.87,2561.02
1993-03-24,2586.17,2584.6,2596.17,2574.14
1993-03-25,2599.86,2600.21,2604.49,2591.04
1993-03-26,2632.39,2612.17,2637.88,2612.17
1993-03-29,2642.05,2631.85,2646.91,2631.37
1993-03-30,2661.69,2646.53,2665.34,2642.05
1993-03-31,2658.49,2665.98,2668.92,2646.98
1993-04-01,2639.29,2656.3,2658.6,2632.79
1993-04-02,2614.04,2624.44,2628.57,2611.27
1993-04-05,2608.32,2596.97,2608.76,2596.06
1993-04-06,2603.19,2604.64,2612.33,2599.31
1993-04-07,2595.21,2596.68,2596.76,2574.4
1993-04-12,2601.44,2582.38,2603.54,2580.81
1993-04-13,2630.91,2618.85,2633.68,2612.62
1993-04-14,2638.74,2628.69,2649.91,2628.69
1993-04-15,2628.27,2633.95,2645.25,2622.6
1993-04-16,2635.35,2624.99,2639.27,2624.99
1993-04-19,2681.08,2638.97,2681.19,2638.97
1993-04-20,2672.05,2685.51,2695.92,2669.21
1993-04-21,2662.93,2665.62,2668.18,2655.86
1993-04-22,2700.69,2644.75,2703.64,2644.52
1993-04-23,2718.33,2670.0,2723.49,2670.0
1993-04-26,2707.54,2695.2,2726.11,2695.2
1993-04-27,2682.35,2696.54,2699.67,2671.23
1993-04-28,2690.55,2695.45,2698.62,2682.02
1993-04-29,2670.11,2676.3,2684.54,2668.41
1993-04-30,2686.0,2659.46,2686.0,2659.34
1993-05-03,2685.15,2682.34,2698.1,2682.34
1993-05-04,2675.57,2681.99,2683.81,2664.99
1993-05-05,2665.79,2664.24,2672.28,2656.72
1993-05-06,2658.78,2664.13,2678.22,2656.0
1993-05-07,2637.15,2646.96,2649.59,2622.01
1993-05-10,2621.53,2617.18,2625.27,2607.46
1993-05-11,2638.11,2619.24,2642.55,2618.47
1993-05-12,2634.55,2645.28,2649.05,2626.92
1993-05-13,2761.44,2638.82,2761.88,2638.63
1993-05-14,2789.73,2790.31,2820.77,2774.04
1993-05-17,2773.76,2760.55,2787.87,2759.25
1993-05-18,2814.82,2793.65,2818.07,2793.65
1993-05-19,2794.29,2808.63,2813.08,2779.76
1993-05-20,2791.23,2785.62,2793.75,2781.4
1993-05-21,2801.35,2777.34,2801.64,2775.42
1993-05-24,2802.21,2790.08,2812.56,2790.08
1993-05-25,2827.71,2807.18,2833.93,2807.18
1993-05-26,2834.8,2826.95,2842.5,2825.08
1993-05-27,2875.78,2849.98,2878.6,2849.98
1993-05-28,2834.36,2856.41,2859.94,2829.31
1993-05-31,2814.4,2811.01,2826.98,2811.01
1993-06-01,2829.09,2809.24,2833.8,2798.88
1993-06-02,2841.08,2838.28,2844.59,2833.56
1993-06-03,2847.92,2849.97,2856.36,2843.43
1993-06-04,2860.46,2849.58,2865.25,2848.88
1993-06-07,2810.37,2861.9,2862.16,2796.02
1993-06-08,2778.8,2811.93,2811.93,2767.88
1993-06-09,2808.37,2787.02,2813.08,2787.02
1993-06-10,2822.35,2811.93,2827.06,2806.9
1993-06-11,2828.24,2813.78,2828.24,2812.4
1993-06-14,2835.88,2818.39,2836.42,2818.39
1993-06-15,2848.17,2825.17,2850.34,2822.85
1993-06-16,2857.86,2850.58,2865.59,2848.99
1993-06-17,2863.5,2857.61,2874.86,2849.33
1993-06-18,2915.26,2876.63,2927.87,2876.63
1993-06-21,2900.83,2903.29,2907.98,2894.84
1993-06-22,2916.91,2906.57,2928.47,2905.05
1993-06-23,2891.47,2913.99,2917.02,2891.47
1993-06-24,2880.56,2884.18,2899.04,2877.01
1993-06-25,2843.18,2851.93,2854.16,2831.36
1993-06-28,2846.96,2841.56,2855.85,2835.29
1993-06-29,2835.23,2853.04,2856.87,2827.06
1993-06-30,2854.6,2835.37,2855.52,2835.37
1993-07-01,2850.02,2850.71,2890.01,2845.34
1993-07-02,2837.35,2837.99,2839.92,2822.52
1993-07-05,2812.64,2819.69,2823.05,2808.19
1993-07-06,2818.02,2820.38,2829.72,2814.85
1993-07-07,2818.66,2817.28,2821.45,2798.96
1993-07-08,2832.79,2825.49,2840.18,2823.22
1993-07-09,2830.8,2841.37,2843.99,2822.38
1993-07-12,2826.44,2822.92,2826.75,2814.61
1993-07-13,2843.4,2820.94,2843.65,2820.94
1993-07-14,2851.1,2845.44,2858.37,2845.44
1993-07-15,2843.74,2848.09,2848.66,2834.99
1993-07-16,2830.48,2841.99,2847.97,2818.78
1993-07-19,2822.15,2818.71,2825.22,2817.41
1993-07-20,2840.01,2829.73,2840.46,2829.48
1993-07-21,2830.52,2830.28,2832.33,2818.97
1993-07-22,2838.9,2820.82,2849.9,2814.05
1993-07-23,2855.85,2845.03,2865.95,2844.66
1993-07-26,2873.04,2861.52,2877.06,2861.35
1993-07-27,2876.62,2862.04,2878.06,2857.75
1993-07-28,2901.91,2896.31,2913.78,2896.31
1993-07-29,2963.16,2901.38,2963.77,2892.42
1993-07-30,2981.16,3002.38,3044.53,2973.72
1993-08-02,3019.65,2999.39,3033.05,2999.39
1993-08-03,2993.97,3015.28,3016.26,2983.3
1993-08-04,2985.75,2980.72,2991.27,2970.36
1993-08-05,2981.18,2982.45,2985.99,2970.38
1993-08-06,2993.77,2976.86,2995.87,2976.86
1993-08-09,2989.28,2996.51,3001.68,2979.44
1993-08-10,3002.85,2991.4,3002.85,2986.31
1993-08-11,3032.43,3008.65,3036.05,3008.65
1993-08-12,3087.03,3063.59,3087.35,3058.6
1993-08-13,3112.71,3080.35,3118.11,3066.01
1993-08-17,3166.98,3109.33,3167.81,3105.81
1993-08-18,3206.71,3178.7,3209.32,3177.48
1993-08-19,3231.16,3215.63,3253.62,3197.88
1993-08-20,3229.89,3198.74,3236.16,3198.05
1993-08-23,3219.78,3200.36,3234.44,3200.36
1993-08-24,3250.89,3214.66,3258.48,3214.66
1993-08-25,3300.67,3279.43,3312.99,3279.43
1993-08-26,3331.0,3285.96,3338.19,3258.03
1993-08-27,3363.4,3343.16,3386.98,3342.77
1993-08-30,3379.13,3344.64,3380.99,3341.21
1993-08-31,3360.2,3412.72,3436.83,3342.04
1993-09-01,3264.44,3304.88,3336.81,3262.61
1993-09-02,3288.94,3243.21,3294.06,3229.79
1993-09-03,3269.29,3314.22,3318.58,3264.2
1993-09-06,3253.14,3244.07,3260.66,3231.99
1993-09-07,3271.85,3253.86,3285.27,3253.86
1993-09-08,3261.96,3260.87,3270.68,3250.27
1993-09-09,3232.14,3255.18,3279.53,3222.52
1993-09-10,3183.19,3216.31,3228.93,3163.53
1993-09-13,3137.87,3189.71,3195.6,3128.23
1993-09-14,3181.49,3155.11,3183.08,3153.7
1993-09-15,3117.72,3165.88,3174.55,3107.12
1993-09-16,3120.6,3099.93,3125.15,3073.74
1993-09-17,3139.2,3135.38,3160.11,3134.39
1993-09-20,3187.5,3169.62,3193.87,3152.73
1993-09-21,3170.12,3177.81,3191.57,3165.98
1993-09-22,3131.0,3107.67,3146.27,3106.41
1993-09-23,3112.24,3148.71,3153.22,3108.74
1993-09-24,3101.82,3106.25,3107.95,3087.54
1993-09-27,3147.36,3125.12,3153.84,3124.39
1993-09-28,3171.9,3183.29,3196.79,3170.28
1993-09-29,3171.51,3152.88,3177.77,3148.91
1993-09-30,3177.33,3186.84,3189.52,3165.92
1993-10-01,3180.31,3169.44,3181.65,3162.7
