Date,Close,Open,High,Low
1990-09-04,381.67,381.67,381.77,378.54
1990-09-05,382.44,382.44,383.21,381.15
1990-09-06,378.78,378.78,382.43,377.65
1990-09-07,380.38,380.38,380.57,376.53
1990-09-10,381.73,381.73,385.19,380.39
1990-09-11,379.49,379.49,381.74,378.11
1990-09-12,380.32,380.32,381.19,378.18
1990-09-13,376.18,376.18,381.66,375.79
1990-09-14,374.42,374.42,376.18,372.7
1990-09-17,374.11,374.11,374.78,372.67
1990-09-18,372.21,372.21,374.1,370.18
1990-09-19,371.68,371.68,373.76,371.51
1990-09-20,364.43,364.43,371.66,364.17
1990-09-21,362.25,362.25,364.44,360.27
1990-09-24,352.16,352.16,362.24,351.08
1990-09-25,354.78,354.78,354.79,351.54
1990-09-26,350.03,350.03,355.16,349.09
1990-09-27,341.19,341.19,352.61,340.27
1990-09-28,344.51,344.51,344.51,334.54
1990-10-01,354.65,354.65,354.77,344.52
1990-10-02,356.39,356.39,360.97,354.7
1990-10-03,351.45,351.45,356.38,351.12
1990-10-04,349.89,349.89,351.45,347.91
1990-10-05,347.36,347.36,349.81,343.08
1990-10-08,348.14,348.14,350.27,347.34
1990-10-09,339.11,339.11,348.17,338.55
1990-10-10,333.25,333.25,339.08,332.87
1990-10-11,325.61,325.61,334.06,324.25
1990-10-12,327.55,327.55,327.98,322.93
1990-10-15,329.54,329.54,330.18,325.84
1990-10-16,325.44,325.44,329.8,324.96
1990-10-17,326.78,326.78,328.11,324.09
1990-10-18,334.03,334.03,334.11,326.74
1990-10-19,337.36,337.36,338.87,334.04
1990-10-22,341.12,341.12,342.25,336.7
1990-10-23,341.09,341.09,342.6,339.99
1990-10-24,340.98,340.98,341.08,338.84
1990-10-25,339.74,339.74,342.27,338.38
1990-10-26,334.36,334.36,339.72,334.15
1990-10-29,330.8,330.8,335.42,330.34
1990-10-30,329.83,329.83,330.8,326.97
1990-10-31,329.84,329.84,331.5,328.89
1990-11-01,330.6,330.6,330.64,327.75
1990-11-02,336.45,336.45,336.66,330.62
1990-11-05,340.76,340.76,340.84,336.41
1990-11-06,340.53,340.53,342.79,340.17
1990-11-07,336.8,336.8,340.53,336.07
1990-11-08,336.37,336.37,338.36,335.36
1990-11-09,341.95,341.95,341.95,336.36
1990-11-12,351.46,351.46,351.55,341.94
1990-11-13,352.87,352.87,353.53,350.59
1990-11-14,356.87,356.87,356.96,352.05
1990-11-15,354.46,354.46,356.86,353.6
1990-11-16,350.85,350.85,354.46,349.03
1990-11-19,352.73,352.73,353.35,350.85
1990-11-20,348.29,348.29,353.63,347.97
1990-11-21,348.77,348.77,348.93,346.46
1990-11-23,349.04,349.04,349.73,348.45
1990-11-26,348.86,348.86,349.03,345.49
1990-11-27,354.05,354.05,354.2,348.87
1990-11-28,355.06,355.06,356.91,354.06
1990-11-29,355.75,355.75,355.76,352.99
1990-11-30,359.06,359.06,359.06,353.9
1990-12-03,361.32,361.32,362.28,359.05
1990-12-04,364.11,364.11,364.29,360.42
1990-12-05,370.87,370.87,370.97,364.02
1990-12-06,372.29,372.29,378.03,370.92
1990-12-07,371.54,371.54,372.35,369.02
1990-12-10,371.47,371.47,371.59,369.72
1990-12-11,367.99,367.99,371.51,367.73
1990-12-12,370.42,370.42,370.42,366.86
1990-12-13,371.5,371.5,371.8,370.05
1990-12-14,368.83,368.83,371.5,366.98
1990-12-17,365.72,365.72,368.82,364.46
1990-12-18,370.17,370.17,370.24,365.69
1990-12-19,371.22,371.22,371.74,370.14
1990-12-20,372.3,372.3,372.68,367.87
1990-12-21,373.6,373.6,373.79,371.54
1990-12-24,372.41,372.41,373.6,371.72
1990-12-26,372.4,372.4,373.35,371.62
1990-12-27,371.05,371.05,372.99,370.29
1990-12-28,371.2,371.2,371.31,369.35
1990-12-31,373.84,373.84,373.84,369.77
1991-01-02,372.19,372.19,373.84,371.75
1991-01-03,367.51,367.51,372.22,367.27
1991-01-04,367.24,367.24,367.96,365.83
1991-01-07,360.24,360.24,367.24,360.11
1991-01-08,359.0,359.0,360.54,358.13
1991-01-09,357.45,357.45,365.02,357.09
1991-01-10,361.92,361.92,362.02,357.43
1991-01-11,361.8,361.8,362.18,360.53
1991-01-14,355.75,355.75,361.76,352.85
1991-01-15,357.3,357.3,357.48,354.47
1991-01-16,365.2,365.2,365.28,357.2
1991-01-17,375.81,375.81,380.38,365.38
1991-01-18,376.99,376.99,377.07,371.72
1991-01-21,379.7,379.7,379.93,374.2
1991-01-22,379.03,379.03,381.79,378.29
1991-01-23,383.91,383.91,384.19,378.03
1991-01-24,391.33,391.33,391.8,383.91
1991-01-25,394.28,394.28,395.14,390.96
1991-01-28,396.8,396.8,397.68,393.56
1991-01-29,400.61,400.61,400.69,395.6
1991-01-30,408.53,408.53,408.57,400.31
1991-01-31,414.2,414.2,414.29,408.45
1991-02-01,417.69,417.69,418.99,413.45
1991-02-04,424.8,424.8,425.03,417.52
1991-02-05,432.2,432.2,432.23,424.8
1991-02-06,439.24,439.24,439.34,430.33
1991-02-07,435.01,435.01,442.53,433.34
1991-02-08,436.8,436.8,437.04,433.04
1991-02-11,444.1,444.1,444.26,436.77
1991-02-12,443.98,443.98,445.46,442.47
1991-02-13,447.97,447.97,448.02,442.79
1991-02-14,444.31,444.31,450.4,443.04
1991-02-15,448.71,448.71,449.19,444.31
1991-02-19,450.32,450.32,450.32,447.45
1991-02-20,446.02,446.02,450.32,445.72
1991-02-21,446.38,446.38,447.73,446.02
1991-02-22,448.95,448.95,453.05,446.27
1991-02-25,451.09,451.09,454.47,448.98
1991-02-26,447.71,447.71,451.17,446.39
1991-02-27,450.82,450.82,450.96,446.79
1991-02-28,453.05,453.05,453.65,450.27
1991-03-01,456.73,456.73,456.74,450.26
1991-03-04,461.13,461.13,461.39,456.76
1991-03-05,473.05,473.05,473.57,461.14
1991-03-06,473.8,473.8,478.63,473.11
1991-03-07,475.74,475.74,476.23,472.33
1991-03-08,475.11,475.11,478.9,475.02
1991-03-11,467.15,467.15,475.13,466.54
1991-03-12,461.4,461.4,467.16,461.17
1991-03-13,468.18,468.18,468.34,461.01
1991-03-14,467.79,467.79,472.76,466.65
1991-03-15,466.29,466.29,468.6,464.26
1991-03-18,466.27,466.27,468.1,463.53
1991-03-19,462.81,462.81,466.21,458.98
1991-03-20,466.09,466.09,466.23,461.79
1991-03-21,464.6,464.6,469.46,464.17
1991-03-22,464.15,464.15,464.85,462.97
1991-03-25,468.49,468.49,469.14,464.13
1991-03-26,478.57,478.57,478.76,468.53
1991-03-27,482.37,482.37,483.02,478.62
1991-03-28,482.3,482.3,483.48,481.71
1991-04-01,480.86,480.86,482.31,479.07
1991-04-02,491.2,491.2,491.23,480.88
1991-04-03,495.05,495.05,496.41,491.31
1991-04-04,497.57,497.57,499.55,494.29
1991-04-05,495.79,495.79,499.43,493.98
1991-04-08,495.65,495.65,495.84,493.81
1991-04-09,492.46,492.46,497.52,491.9
1991-04-10,490.76,490.76,493.81,488.75
1991-04-11,499.31,499.31,499.54,490.8
1991-04-12,501.62,501.62,502.32,498.47
1991-04-15,500.84,500.84,501.73,497.64
1991-04-16,506.75,506.75,506.89,500.29
1991-04-17,511.31,511.31,512.75,506.82
1991-04-18,506.62,506.62,511.35,506.41
1991-04-19,501.19,501.19,506.62,500.41
1991-04-22,494.38,494.38,501.17,493.06
1991-04-23,496.08,496.08,498.43,494.32
1991-04-24,498.45,498.45,498.68,495.88
1991-04-25,496.03,496.03,498.84,495.86
1991-04-26,494.64,494.64,496.04,492.27
1991-04-29,487.74,487.74,496.1,487.65
1991-04-30,484.72,484.72,487.73,479.55
1991-05-01,487.85,487.85,487.89,481.45
1991-05-02,491.13,491.13,492.36,487.87
1991-05-03,492.1,492.1,492.2,489.72
1991-05-06,491.48,491.48,492.12,489.27
1991-05-07,491.51,491.51,494.15,491.31
1991-05-08,492.51,492.51,493.21,489.88
1991-05-09,497.81,497.81,497.97,492.57
1991-05-10,493.42,493.42,500.02,493.08
1991-05-13,493.93,493.93,497.53,493.44
1991-05-14,488.79,488.79,493.92,488.05
1991-05-15,478.08,478.08,488.78,476.53
1991-05-16,481.77,481.77,482.76,478.1
1991-05-17,481.38,481.38,481.74,478.36
1991-05-20,480.1,480.1,481.9,479.2
1991-05-21,483.6,483.6,484.7,480.09
1991-05-22,487.29,487.29,487.96,483.6
1991-05-23,489.6,489.6,490.04,487.29
1991-05-24,492.67,492.67,492.82,489.6
1991-05-28,497.17,497.17,497.2,492.65
1991-05-29,499.05,499.05,500.3,497.1
1991-05-30,503.19,503.19,503.78,498.88
1991-05-31,506.11,506.11,506.16,501.92
1991-06-03,507.1,507.1,507.47,504.33
1991-06-04,507.25,507.25,507.29,504.28
1991-06-05,505.2,505.2,508.07,504.73
1991-06-06,502.94,502.94,505.97,502.55
1991-06-07,498.54,498.54,502.94,496.9
1991-06-10,495.85,495.85,498.89,495.39
1991-06-11,496.62,496.62,498.77,495.68
1991-06-12,491.05,491.05,496.62,488.99
1991-06-13,491.14,491.14,491.76,489.83
1991-06-14,495.07,495.07,495.27,491.16
1991-06-17,494.32,494.32,496.03,494.09
1991-06-18,491.59,491.59,494.74,490.8
1991-06-19,485.36,485.36,491.59,484.27
1991-06-20,485.88,485.88,486.32,482.54
1991-06-21,485.82,485.82,487.73,485.3
1991-06-24,475.23,475.23,485.83,475.09
1991-06-25,473.3,473.3,478.25,472.87
1991-06-26,473.08,473.08,473.98,470.92
1991-06-27,476.24,476.24,476.35,473.07
1991-06-28,475.92,475.92,476.51,470.95
1991-07-01,481.31,481.31,481.6,475.91
1991-07-02,478.78,478.78,481.3,478.62
1991-07-03,474.32,474.32,478.77,473.09
1991-07-05,474.05,474.05,475.1,473.15
1991-07-08,479.51,479.51,479.59,471.17
1991-07-09,483.64,483.64,485.13,479.55
1991-07-10,487.17,487.17,489.33,483.63
1991-07-11,488.37,488.37,488.5,486.2
1991-07-12,492.71,492.71,492.76,488.11
1991-07-15,496.19,496.19,496.45,492.67
1991-07-16,493.6,493.6,497.43,493.58
1991-07-17,493.42,493.42,493.6,491.29
1991-07-18,496.8,496.8,497.0,493.42
1991-07-19,497.55,497.55,498.75,496.26
1991-07-22,494.99,494.99,497.72,494.4
1991-07-23,489.65,489.65,496.08,489.48
1991-07-24,487.42,487.42,490.38,487.4
1991-07-25,490.28,490.28,490.57,487.35
1991-07-26,492.69,492.69,493.05,490.27
1991-07-29,493.35,493.35,493.56,490.95
1991-07-30,498.27,498.27,498.35,493.36
1991-07-31,502.04,502.04,502.21,498.28
1991-08-01,504.15,504.15,504.32,501.63
1991-08-02,505.67,505.67,507.33,504.17
1991-08-05,502.61,502.61,505.68,502.46
1991-08-06,505.2,505.2,505.47,501.4
1991-08-07,507.46,507.46,507.71,505.1
1991-08-08,509.39,509.39,510.26,507.47
1991-08-09,508.31,508.31,509.97,507.53
1991-08-12,510.0,508.27,510.23,507.14
1991-08-13,514.4,510.91,515.27,510.0
1991-08-14,517.68,515.3,517.98,514.42
1991-08-15,515.67,517.82,518.52,515.28
1991-08-16,512.47,515.38,515.85,510.83
1991-08-19,497.64,504.97,511.98,487.0
1991-08-20,502.05,499.1,504.02,497.7
1991-08-21,517.97,505.51,517.97,502.14
1991-08-22,518.3,518.26,519.39,516.25
1991-08-23,521.06,517.57,521.52,516.12
1991-08-26,521.38,520.6,521.48,519.28
1991-08-27,521.75,521.63,522.26,519.26
1991-08-28,526.29,521.94,526.48,521.64
1991-08-29,526.39,526.8,527.76,525.33
1991-08-30,525.68,526.49,526.65,523.54
1991-09-03,520.91,526.01,526.58,520.8
1991-09-04,517.92,521.15,521.63,517.16
1991-09-05,516.93,518.42,518.82,516.36
1991-09-06,516.94,517.57,518.36,516.39
1991-09-09,518.07,516.9,518.14,516.3
1991-09-10,511.28,518.25,518.5,510.97
1991-09-11,514.76,512.19,514.86,511.23
1991-09-12,521.13,516.76,521.15,514.77
1991-09-13,516.71,521.53,522.03,516.04
1991-09-16,515.68,516.99,517.14,514.08
1991-09-17,515.17,515.6,516.23,513.85
1991-09-18,518.55,514.69,518.96,513.8
1991-09-19,522.67,519.17,523.55,518.57
1991-09-20,527.19,523.98,528.23,522.69
1991-09-23,524.69,526.39,527.22,524.02
1991-09-24,526.47,525.38,526.55,522.99
1991-09-25,527.82,527.24,528.45,525.97
1991-09-26,526.94,527.14,528.37,524.88
1991-09-27,524.48,527.32,529.29,523.96
1991-09-30,526.88,524.29,527.01,522.28
1991-10-01,528.51,527.34,528.91,525.86
1991-10-02,526.33,528.69,529.21,526.09
1991-10-03,520.51,525.75,526.31,519.78
1991-10-04,520.4,521.01,522.69,519.9
1991-10-07,516.2,519.63,520.45,515.87
1991-10-08,517.25,515.15,517.28,514.73
1991-10-09,513.81,517.21,517.48,513.8
1991-10-10,515.94,515.25,516.45,513.08
1991-10-11,519.05,517.16,519.16,515.94
1991-10-14,525.66,519.79,525.69,519.0
1991-10-15,534.11,526.64,534.12,525.67
1991-10-16,540.94,534.99,541.05,534.13
1991-10-17,536.27,539.49,540.96,535.27
1991-10-18,538.9,536.92,539.22,536.27
1991-10-21,536.96,538.95,539.2,535.7
1991-10-22,537.14,537.83,539.58,536.82
1991-10-23,535.17,537.66,538.45,534.11
1991-10-24,528.75,535.33,535.68,527.63
1991-10-25,525.17,528.4,528.82,524.89
1991-10-28,529.41,526.58,529.46,525.14
1991-10-29,534.51,530.49,534.62,529.29
1991-10-30,541.32,535.61,541.52,534.54
1991-10-31,542.98,541.52,543.11,540.92
1991-11-01,540.93,543.26,543.64,539.87
1991-11-04,537.5,540.74,540.95,536.65
1991-11-05,538.82,538.12,540.41,537.13
1991-11-06,539.48,539.93,540.94,537.72
1991-11-07,545.28,540.17,545.55,539.5
1991-11-08,548.08,546.38,549.31,545.29
1991-11-11,550.71,548.62,551.21,548.16
1991-11-12,555.68,551.91,556.04,550.76
1991-11-13,556.17,553.95,556.39,550.86
1991-11-14,554.84,557.02,558.29,552.93
1991-11-15,531.29,554.52,554.92,531.17
1991-11-18,534.73,530.28,535.14,525.47
1991-11-19,523.47,533.41,534.69,516.34
1991-11-20,526.12,524.2,527.97,523.52
1991-11-21,530.33,526.41,530.48,526.12
1991-11-22,526.46,529.66,530.96,523.98
1991-11-25,522.88,526.21,526.59,522.81
1991-11-26,522.23,524.18,525.24,517.9
1991-11-27,522.78,522.25,522.93,521.31
1991-11-29,523.9,522.74,524.3,521.67
1991-12-02,530.91,522.23,530.93,518.53
1991-12-03,533.34,531.44,533.68,530.85
1991-12-04,535.28,534.08,536.13,533.18
1991-12-05,534.03,535.12,536.74,533.16
1991-12-06,536.3,533.75,537.54,531.52
1991-12-09,535.35,536.52,538.9,534.88
1991-12-10,534.23,534.92,535.97,531.68
1991-12-11,531.64,535.46,536.8,529.17
1991-12-12,536.02,532.39,536.08,531.64
1991-12-13,540.9,536.9,541.11,536.07
1991-12-16,543.73,540.91,543.99,540.39
1991-12-17,539.7,543.69,544.09,539.2
1991-12-18,539.84,539.34,540.27,537.08
1991-12-19,534.53,538.16,539.72,533.65
1991-12-20,535.76,537.12,539.92,534.57
1991-12-23,543.9,536.01,544.0,535.32
1991-12-24,549.56,544.27,550.98,543.86
1991-12-26,559.3,549.83,559.79,549.52
1991-12-27,565.71,560.14,566.69,559.31
1991-12-30,579.75,566.86,579.79,565.79
1991-12-31,586.34,580.87,586.35,578.29
1992-01-02,586.45,584.28,586.5,576.04
1992-01-03,592.65,587.33,592.97,586.5
1992-01-06,597.9,593.13,598.07,592.69
1992-01-07,602.29,596.7,602.63,594.28
1992-01-08,610.32,601.23,610.77,598.49
1992-01-09,619.8,611.57,621.08,610.42
1992-01-10,615.7,619.09,619.87,610.44
1992-01-13,617.63,614.89,617.65,613.08
1992-01-14,625.75,618.38,625.76,617.71
1992-01-15,630.82,626.56,631.35,625.09
1992-01-16,627.34,631.93,633.08,625.28
1992-01-17,626.85,627.9,629.69,624.99
1992-01-20,619.38,626.98,627.2,619.22
1992-01-21,604.87,611.71,619.42,604.86
1992-01-22,620.68,605.81,620.7,604.87
1992-01-23,622.86,622.72,626.9,620.7
1992-01-24,624.68,622.76,625.91,621.33
1992-01-27,621.0,624.74,625.84,620.99
1992-01-28,621.29,622.05,623.38,618.9
1992-01-29,616.31,620.89,626.4,616.1
1992-01-30,621.37,617.38,621.49,615.3
1992-01-31,620.21,621.3,622.47,618.99
1992-02-03,623.43,619.77,623.89,619.6
1992-02-04,631.0,624.43,631.44,623.48
1992-02-05,636.97,632.29,638.01,631.01
1992-02-06,637.67,637.23,640.81,636.23
1992-02-07,634.95,638.54,640.33,631.53
1992-02-10,634.13,634.88,635.07,632.08
1992-02-11,633.37,634.67,635.21,631.72
1992-02-12,644.92,633.63,644.94,632.62
1992-02-13,639.1,645.1,646.11,638.31
1992-02-14,636.43,638.78,639.16,635.75
1992-02-18,626.41,636.8,637.28,626.37
1992-02-19,622.41,625.02,626.34,619.11
1992-02-20,632.23,623.83,632.67,622.42
1992-02-21,629.75,632.45,634.06,628.14
1992-02-24,624.93,630.22,630.72,624.19
1992-02-25,621.4,625.29,625.89,616.83
1992-02-26,632.4,623.02,632.58,621.4
1992-02-27,633.95,633.86,636.61,632.41
1992-02-28,633.47,634.8,636.58,631.11
1992-03-02,635.47,633.85,635.54,632.36
1992-03-03,634.25,636.36,637.25,634.0
1992-03-04,630.29,634.75,635.38,630.26
1992-03-05,621.97,630.26,630.3,620.92
1992-03-06,615.95,621.86,622.02,613.9
1992-03-09,615.82,616.72,618.22,615.41
1992-03-10,623.46,617.33,624.33,615.83
1992-03-11,617.14,623.52,623.72,616.49
1992-03-12,615.92,617.75,617.82,612.22
1992-03-13,618.62,617.43,619.86,615.94
1992-03-16,617.94,618.69,619.08,615.21
1992-03-17,623.27,619.14,623.56,617.98
1992-03-18,624.94,624.05,626.3,623.24
1992-03-19,625.96,625.34,627.42,624.96
1992-03-20,624.28,625.92,626.74,623.54
1992-03-23,621.83,624.03,624.52,621.64
1992-03-24,618.68,622.81,624.03,617.28
1992-03-25,619.48,618.73,620.07,616.49
1992-03-26,615.4,620.63,621.86,614.87
1992-03-27,604.67,614.63,615.42,602.47
1992-03-30,602.07,605.32,606.65,601.4
1992-03-31,603.77,602.38,605.19,599.41
1992-04-01,602.09,601.58,603.7,597.55
1992-04-02,593.82,602.19,603.31,593.38
1992-04-03,590.01,593.98,594.06,587.83
1992-04-06,596.29,590.88,596.56,589.87
1992-04-07,581.61,597.06,598.12,581.45
1992-04-08,573.68,579.6,581.52,567.08
1992-04-09,586.75,575.44,586.85,573.73
1992-04-10,584.24,588.8,592.47,584.03
1992-04-13,588.15,585.19,588.16,583.54
1992-04-14,594.81,590.1,597.9,588.19
1992-04-15,600.03,596.25,600.64,594.83
1992-04-16,591.81,600.05,600.33,591.54
1992-04-20,577.2,590.69,591.8,575.07
1992-04-21,575.05,578.39,579.21,573.01
1992-04-22,578.23,575.93,579.14,574.45
1992-04-23,576.05,579.22,581.09,571.92
1992-04-24,572.89,576.16,576.98,571.89
1992-04-27,566.94,572.39,572.92,566.77
1992-04-28,560.33,566.77,567.09,557.03
1992-04-29,569.94,561.78,570.07,560.33
1992-04-30,578.68,571.24,578.7,569.87
1992-05-01,578.14,579.96,581.08,575.34
1992-05-04,583.54,579.2,584.42,578.13
1992-05-05,588.07,584.13,588.98,583.52
1992-05-06,589.36,589.46,591.27,588.07
1992-05-07,587.16,589.55,590.21,586.28
1992-05-08,585.76,588.35,588.43,584.92
1992-05-11,587.13,586.55,588.19,585.76
1992-05-12,583.96,587.97,588.64,582.42
1992-05-13,582.38,584.38,584.87,582.05
1992-05-14,576.46,582.6,583.08,574.66
1992-05-15,574.43,574.53,576.39,571.0
1992-05-18,576.53,575.8,578.54,574.42
1992-05-19,578.05,577.05,578.4,574.95
1992-05-20,580.29,578.74,580.57,577.92
1992-05-21,579.1,580.55,580.73,577.3
1992-05-22,580.3,579.61,581.27,578.84
1992-05-26,575.65,580.43,580.51,575.26
